,Hospital Name,Hospital Type,City,County,State,# of Licensed Beds,# of Staffed Beds,# of ICU Beds,# of Adult ICU Beds,# of Pediatric ICU Beds,Bed Utilization Rate,Potential Increase in Bed Capacity,Average Ventilator Usage
1763,UM Shore Medical Center at Chestertown (FKA Chester River Hospital Center),Short Term Acute Care Hospital,Chestertown,Kent,Maryland,12.0,21.0,6,6,0.0,0.3729941,-9,3.0
1764,Suburban Hospital,Short Term Acute Care Hospital,Bethesda,Montgomery,Maryland,228.0,233.0,24,24,0.0,0.667964,-5,12.0
1765,MedStar Montgomery Medical Center,Short Term Acute Care Hospital,Olney,Montgomery,Maryland,104.0,117.0,12,12,0.0,0.6093666,-13,6.0
1766,Holy Cross Hospital,Short Term Acute Care Hospital,Silver Spring,Montgomery,Maryland,377.0,209.0,46,46,46.0,0.7036002,168,16.0
1767,Adventist HealthCare Shady Grove Medical Center,Short Term Acute Care Hospital,Rockville,Montgomery,Maryland,329.0,185.0,21,21,0.0,0.782777,144,14.0
1768,Doctors Community Hospital (FKA Doctors Community Health System),Short Term Acute Care Hospital,Lanham,Prince George's,Maryland,206.0,190.0,22,22,0.0,0.7924297,16,7.0
1769,MedStar Southern Maryland Hospital Center,Short Term Acute Care Hospital,Clinton,Prince George's,Maryland,182.0,153.0,18,18,0.0,0.7295766,29,15.0
1770,Fort Washington Medical Center,Short Term Acute Care Hospital,Fort Washington,Prince George's,Maryland,28.0,29.0,4,4,0.0,0.7759294,-1,2.0
1771,UM Prince Georges Hospital Center (FKA Prince Georges Hospital Center),Short Term Acute Care Hospital,Cheverly,Prince George's,Maryland,245.0,118.0,34,34,15.0,0.5846599,127,15.0
1772,MedStar St Marys Hospital,Short Term Acute Care Hospital,Leonardtown,St. Mary's,Maryland,93.0,96.0,12,12,0.0,0.6773402,-3,6.0
1773,UM Shore Medical Center at Easton (FKA Memorial Hospital at Easton),Short Term Acute Care Hospital,Easton,Talbot,Maryland,97.0,48.0,16,16,0.0,0.6129038,49,9.0
1774,Meritus Medical Center,Short Term Acute Care Hospital,Hagerstown,Washington,Maryland,237.0,215.0,17,17,0.0,0.7201596,22,14.0
1775,Peninsula Regional Medical Center,Short Term Acute Care Hospital,Salisbury,Wicomico,Maryland,266.0,288.0,24,24,0.0,0.6043569,-22,7.0
1776,Atlantic General Hospital,Short Term Acute Care Hospital,Berlin,Worcester,Maryland,40.0,32.0,6,6,0.0,0.5972032,8,3.0
1777,UMMC Midtown Campus (FKA Maryland General Hospital),Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,100.0,81.0,12,12,0.0,0.5343859,19,5.0
1778,UM Rehabilitation & Orthopaedic Institute (FKA Kernan Hospital),Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,128.0,137.0,5,5,0.0,0.650035,-9,2.0
1779,MedStar Good Samaritan Hospital,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,145.0,73.0,17,17,0.0,0.5100252,72,12.0
1780,Mercy Medical Center,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,183.0,113.0,22,22,26.0,0.7354521,70,5.0
1781,The Johns Hopkins Hospital,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,1095.0,1003.0,90,90,0.0,0.8357421,92,32.0
1782,Saint Agnes Hospital (AKA Saint Agnes Healthcare),Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,254.0,159.0,16,16,24.0,0.7089015,95,19.0
1783,Sinai Hospital of Baltimore,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,348.0,196.0,35,35,21.0,0.6917808,152,11.0
1784,Grace Medical Center (FKA Bon Secours Baltimore Hospital),Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,71.0,50.0,8,8,0.0,0.7608574,21,3.0
1785,Johns Hopkins Bayview Medical Center,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,350.0,342.0,42,42,25.0,0.7645502,8,24.0
1786,MedStar Union Memorial Hospital,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,185.0,185.0,52,52,0.0,0.7155868,0,13.0
1787,University of Maryland Medical Center,Short Term Acute Care Hospital,Baltimore,Baltimore City,Maryland,806.0,767.0,230,230,71.0,0.7439265,39,31.0
1788,Cape Cod Hospital,Short Term Acute Care Hospital,Hyannis,Barnstable,Massachusetts,259.0,239.0,11,11,0.0,0.7388663,20,9.0
1789,Falmouth Hospital,Short Term Acute Care Hospital,Falmouth,Barnstable,Massachusetts,95.0,95.0,10,10,0.0,0.6336842,0,4.0
1790,Fairview Hospital,Critical Access Hospital,Great Barrington,Berkshire,Massachusetts,25.0,24.0,4,4,0.0,0.3285583,1,2.0
1791,Berkshire Medical Center,Short Term Acute Care Hospital,Pittsfield,Berkshire,Massachusetts,298.0,223.0,20,20,0.0,0.7189499,75,10.0
1792,Morton Hospital,Short Term Acute Care Hospital,Taunton,Bristol,Massachusetts,125.0,93.0,12,12,0.0,0.6169392,32,5.0
1793,Charlton Memorial Hospital,Short Term Acute Care Hospital,Fall River,Bristol,Massachusetts,328.0,328.0,58,58,16.0,0.4867361,0,33.0
1794,Saint Annes Hospital,Short Term Acute Care Hospital,Fall River,Bristol,Massachusetts,226.0,175.0,12,12,0.0,0.5870215,51,7.0
1795,Sturdy Memorial Hospital,Short Term Acute Care Hospital,Attleboro,Bristol,Massachusetts,132.0,131.0,14,14,0.0,0.5609118,1,3.0
1796,Marthas Vineyard Hospital,Critical Access Hospital,Oak Bluffs,Dukes,Massachusetts,25.0,25.0,4,4,0.0,0.5487123,0,2.0
1797,Lawrence General Hospital,Short Term Acute Care Hospital,Lawrence,Essex,Massachusetts,186.0,186.0,19,19,0.0,0.6117249,0,5.0
1798,Anna Jaques Hospital,Short Term Acute Care Hospital,Newburyport,Essex,Massachusetts,123.0,123.0,8,8,0.0,0.5638813,0,3.0
1799,Beverly Hospital,Short Term Acute Care Hospital,Beverly,Essex,Massachusetts,227.0,221.0,22,22,0.0,0.615846,6,7.0
1800,North Shore Medical Center - Salem Hospital,Short Term Acute Care Hospital,Salem,Essex,Massachusetts,244.0,304.0,20,20,0.0,0.599234,-60,12.0
1801,Holy Family Hospital - Methuen,Short Term Acute Care Hospital,Methuen,Essex,Massachusetts,211.0,330.0,29,29,0.0,0.4579327,-119,9.0
1802,Baystate Franklin Medical Center,Short Term Acute Care Hospital,Greenfield,Franklin,Massachusetts,89.0,89.0,6,6,0.0,0.563183,0,3.0
1803,Baystate Wing Hospital,Short Term Acute Care Hospital,Palmer,Hampden,Massachusetts,74.0,46.0,6,6,0.0,0.5360929,28,3.0
1804,Holyoke Medical Center (AKA Valley Health Systems),Short Term Acute Care Hospital,Holyoke,Hampden,Massachusetts,198.0,165.0,12,12,0.0,0.3424326,33,4.0
1805,Baystate Medical Center,Short Term Acute Care Hospital,Springfield,Hampden,Massachusetts,724.0,705.0,32,32,55.0,0.7767352,19,36.0
1806,Baystate Noble Hospital (FKA Noble Hospital),Short Term Acute Care Hospital,Westfield,Hampden,Massachusetts,97.0,82.0,6,6,0.0,0.4090879,15,2.0
1807,Mercy Medical Center,Short Term Acute Care Hospital,Springfield,Hampden,Massachusetts,251.0,237.0,27,27,0.0,0.6133171,14,6.0
1808,Cooley Dickinson Hospital,Short Term Acute Care Hospital,Northampton,Hampshire,Massachusetts,140.0,118.0,11,11,0.0,0.5408405,22,3.0
1809,CHA Cambridge Hospital,Short Term Acute Care Hospital,Cambridge,Middlesex,Massachusetts,189.0,200.0,18,18,0.0,0.480863,-11,4.0
1810,Mount Auburn Hospital,Short Term Acute Care Hospital,Cambridge,Middlesex,Massachusetts,217.0,193.0,10,10,0.0,0.6709064,24,6.0
1811,Lowell General Hospital - Main Campus,Short Term Acute Care Hospital,Lowell,Middlesex,Massachusetts,239.0,407.0,40,40,0.0,0.5025344,-168,7.0
1812,MelroseWakefield Hospital,Short Term Acute Care Hospital,Melrose,Middlesex,Massachusetts,174.0,160.0,12,12,10.0,0.5297774,14,5.0
1813,UMass Memorial Marlborough Hospital,Short Term Acute Care Hospital,Marlborough,Middlesex,Massachusetts,79.0,67.0,10,10,0.0,0.6775302,12,3.0
1814,Nashoba Valley Medical Center,Short Term Acute Care Hospital,Ayer,Middlesex,Massachusetts,77.0,57.0,6,6,0.0,0.2642153,20,2.0
1815,Emerson Hospital,Short Term Acute Care Hospital,Concord,Middlesex,Massachusetts,150.0,111.0,14,14,0.0,0.4989016,39,2.0
1816,Newton-Wellesley Hospital,Short Term Acute Care Hospital,Newton,Middlesex,Massachusetts,273.0,228.0,12,12,0.0,0.5742725,45,4.0
1817,Winchester Hospital,Short Term Acute Care Hospital,Winchester,Middlesex,Massachusetts,229.0,229.0,10,10,16.0,0.5685399,0,5.0
1818,MetroWest Medical Center - Framingham Union Hospital,Short Term Acute Care Hospital,Framingham,Middlesex,Massachusetts,147.0,216.0,22,22,0.0,0.3862993,-69,7.0
1819,Lahey Hospital & Medical Center - Burlington (FKA Lahey Clinic Hospital),Short Term Acute Care Hospital,Burlington,Middlesex,Massachusetts,345.0,335.0,52,52,0.0,0.9332857,10,14.0
1820,Nantucket Cottage Hospital,Short Term Acute Care Hospital,Nantucket,Nantucket,Massachusetts,14.0,19.0,3,3,0.0,0.2641673,-5,1.0
1821,Norwood Hospital,Short Term Acute Care Hospital,Norwood,Norfolk,Massachusetts,215.0,149.0,10,10,0.0,0.5934725,66,4.0
1822,Beth Israel Deaconess Hospital - Milton (FKA Milton Hospital),Short Term Acute Care Hospital,Milton,Norfolk,Massachusetts,102.0,102.0,8,8,0.0,0.6171367,0,4.0
1823,South Shore Hospital,Short Term Acute Care Hospital,South Weymouth,Norfolk,Massachusetts,393.0,390.0,34,34,0.0,0.7984616,3,14.0
1824,Beth Israel Deaconess Hospital - Needham,Short Term Acute Care Hospital,Needham,Norfolk,Massachusetts,58.0,58.0,7,7,0.0,0.5017005,0,2.0
1825,Signature Healthcare Brockton Hospital,Short Term Acute Care Hospital,Brockton,Plymouth,Massachusetts,197.0,175.0,16,16,0.0,0.6447593,22,6.0
1826,Beth Israel Deaconess Hospital - Plymouth,Short Term Acute Care Hospital,Plymouth,Plymouth,Massachusetts,164.0,145.0,13,13,0.0,0.7957109,19,7.0
1827,Good Samaritan Medical Center,Short Term Acute Care Hospital,Brockton,Plymouth,Massachusetts,267.0,267.0,18,18,0.0,0.7316059,0,11.0
1828,Tufts Medical Center,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,415.0,364.0,98,98,0.0,0.6715114,51,11.0
1829,Brigham and Womens Faulkner Hospital,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,171.0,147.0,26,26,0.0,0.6748859,24,4.0
1830,Brigham and Womens Hospital,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,763.0,804.0,50,50,46.0,0.9051591,-41,24.0
1831,Beth Israel Deaconess Medical Center,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,673.0,694.0,77,77,47.0,0.8574395,-21,15.0
1832,New England Baptist Hospital,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,118.0,98.0,10,10,0.0,0.5274252,20,1.0
1833,St Elizabeths Medical Center,Short Term Acute Care Hospital,Brighton,Suffolk,Massachusetts,282.0,212.0,46,46,0.0,0.6749935,70,7.0
1834,Massachusetts General Hospital,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,1043.0,993.0,103,103,27.0,0.8469616,50,34.0
1835,Massachusetts Eye and Ear,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,41.0,41.0,7,7,0.0,0.2986301,0,1.0
1836,Carney Hospital,Short Term Acute Care Hospital,Dorchester,Suffolk,Massachusetts,159.0,110.0,10,10,0.0,0.5663761,49,3.0
1837,Boston Medical Center,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,582.0,399.0,71,71,0.0,0.8929515,183,16.0
1838,Dana Farber Cancer Institute,Short Term Acute Care Hospital,Boston,Suffolk,Massachusetts,30.0,30.0,5,5,0.0,0.9365297,0,2.0
1839,Boston Childrens Hospital,Childrens Hospital,Boston,Suffolk,Massachusetts,415.0,415.0,121,121,0.0,0.8062981,0,2.0
1840,Athol Hospital (FKA Athol Memorial Hospital),Critical Access Hospital,Athol,Worcester,Massachusetts,21.0,25.0,4,4,0.0,0.3660274,-4,2.0
1841,UMass Memorial Medical Center - University Campus,Short Term Acute Care Hospital,Worcester,Worcester,Massachusetts,421.0,609.0,82,82,27.0,0.860651,-188,28.0
1842,St Vincent Hospital,Short Term Acute Care Hospital,Worcester,Worcester,Massachusetts,290.0,259.0,20,20,0.0,0.6695454,31,16.0
1843,Harrington Memorial Hospital,Short Term Acute Care Hospital,Southbridge,Worcester,Massachusetts,119.0,114.0,6,6,0.0,0.465826,5,3.0
1844,UMass Memorial HealthAlliance - Leominster Campus,Short Term Acute Care Hospital,Leominster,Worcester,Massachusetts,111.0,125.0,10,10,0.0,0.6155835,-14,5.0
1845,AdCare Hospital of Worcester,Short Term Acute Care Hospital,Worcester,Worcester,Massachusetts,114.0,114.0,20,20,0.0,0.9047585,0,0.0
1846,UMass Memorial HealthAlliance - Clinton Campus,Short Term Acute Care Hospital,Clinton,Worcester,Massachusetts,41.0,21.0,4,4,0.0,0.2754077,20,2.0
1847,Milford Regional Medical Center,Short Term Acute Care Hospital,Milford,Worcester,Massachusetts,149.0,149.0,10,10,0.0,0.6071711,0,7.0
1848,Heywood Hospital,Short Term Acute Care Hospital,Gardner,Worcester,Massachusetts,134.0,114.0,11,11,0.0,0.378659,20,3.0
1849,Allegan General Hospital,Critical Access Hospital,Allegan,Allegan,Michigan,25.0,25.0,4,4,0.0,0.2482192,0,1.0
1850,MidMichigan Medical Center - Alpena (FKA Alpena Regional Medical Center),Short Term Acute Care Hospital,Alpena,Alpena,Michigan,124.0,128.0,9,9,0.0,0.3257277,-4,3.0
1851,Ascension Standish Hospital (FKA Ascension St Marys of Michigan Standish Hospital),Critical Access Hospital,Standish,Arenac,Michigan,25.0,25.0,5,5,0.0,0.1652603,0,2.0
1852,Spectrum Health Pennock,Critical Access Hospital,Hastings,Barry,Michigan,25.0,25.0,6,6,0.0,0.5231858,0,2.0
1853,McLaren Bay Region (FKA Bay Regional Medical Center),Short Term Acute Care Hospital,Bay City,Bay,Michigan,356.0,291.0,32,32,0.0,0.620024,65,8.0
1854,Munson Healthcare Paul Oliver Memorial Hospital,Critical Access Hospital,Frankfort,Benzie,Michigan,8.0,8.0,1,1,0.0,0.009931507,0,0.0
1855,Lakeland Medical Center,Short Term Acute Care Hospital,Saint Joseph,Berrien,Michigan,215.0,196.0,20,20,0.0,0.4877854,19,13.0
1856,Lakeland Hospital Watervliet,Short Term Acute Care Hospital,Watervliet,Berrien,Michigan,44.0,26.0,5,5,0.0,0.02897787,18,2.0
1857,ProMedica Coldwater Regional Hospital (FKA Community Health Center of Branch County),Short Term Acute Care Hospital,Coldwater,Branch,Michigan,71.0,87.0,10,10,0.0,0.3593135,-16,3.0
1858,Bronson Battle Creek Hospital,Short Term Acute Care Hospital,Battle Creek,Calhoun,Michigan,179.0,159.0,20,20,0.0,0.4857069,20,5.0
1859,Battle Creek VA Medical Center,VA Hospital,Battle Creek,Calhoun,Michigan,276.0,276.0,0,0,,,0,0.0
1860,Oaklawn Hospital,Short Term Acute Care Hospital,Marshall,Calhoun,Michigan,77.0,78.0,12,12,0.0,0.530418,-1,3.0
1861,Ascension Borgess-Lee Hospital,Critical Access Hospital,Dowagiac,Cass,Michigan,25.0,25.0,4,4,0.0,0.100274,0,2.0
1862,War Memorial Hospital,Short Term Acute Care Hospital,Sault Sainte Marie,Chippewa,Michigan,82.0,49.0,6,6,0.0,0.5048923,33,3.0
1863,MidMichigan Medical Center - Clare,Short Term Acute Care Hospital,Clare,Clare,Michigan,49.0,49.0,9,9,0.0,0.1482248,0,2.0
1864,Sparrow Clinton Hospital,Critical Access Hospital,Saint Johns,Clinton,Michigan,25.0,25.0,2,2,0.0,0.2830685,0,2.0
1865,Munson Healthcare Grayling Hospital,Short Term Acute Care Hospital,Grayling,Crawford,Michigan,71.0,49.0,6,6,0.0,0.3688566,22,2.0
1866,OSF St Francis Hospital,Critical Access Hospital,Escanaba,Delta,Michigan,25.0,25.0,9,9,0.0,0.3875068,0,2.0
1867,Dickinson County Memorial Hospital,Short Term Acute Care Hospital,Iron Mountain,Dickinson,Michigan,49.0,39.0,6,6,0.0,0.5152792,10,2.0
1868,Oscar G Johnson VA Medical Center,VA Hospital,Iron Mountain,Dickinson,Michigan,17.0,17.0,0,0,,,0,0.0
1869,Sparrow Eaton Hospital (FKA Hayes Green Beach Memorial Hospital),Critical Access Hospital,Charlotte,Eaton,Michigan,25.0,25.0,4,4,0.0,0.2067945,0,2.0
1870,Eaton Rapids Medical Center,Critical Access Hospital,Eaton Rapids,Eaton,Michigan,20.0,20.0,3,3,0.0,0.2167123,0,2.0
1871,McLaren Northern Michigan,Short Term Acute Care Hospital,Petoskey,Emmet,Michigan,202.0,170.0,18,18,0.0,0.531813,32,6.0
1872,Hurley Medical Center,Short Term Acute Care Hospital,Flint,Genesee,Michigan,383.0,370.0,57,57,44.0,0.6658941,13,18.0
1873,McLaren Flint,Short Term Acute Care Hospital,Flint,Genesee,Michigan,342.0,305.0,18,18,0.0,0.748592,37,12.0
1874,Ascension Genesys Hospital,Short Term Acute Care Hospital,Grand Blanc,Genesee,Michigan,400.0,350.0,45,45,0.0,0.6398513,50,10.0
1875,MidMichigan Medical Center - Gladwin,Critical Access Hospital,Gladwin,Gladwin,Michigan,25.0,25.0,4,4,0.0,0.1232877,0,2.0
1876,Aspirus Ironwood Hospital,Critical Access Hospital,Ironwood,Gogebic,Michigan,25.0,25.0,5,5,0.0,0.3592329,0,2.0
1877,Munson Medical Center,Short Term Acute Care Hospital,Traverse City,Grand Traverse,Michigan,425.0,409.0,20,20,0.0,0.5914526,16,8.0
1878,MidMichigan Medical Center - Gratiot,Short Term Acute Care Hospital,Alma,Gratiot,Michigan,67.0,49.0,9,9,0.0,0.5578977,18,2.0
1879,Hillsdale Community Health Center (AKA Hillsdale Hospital),Short Term Acute Care Hospital,Hillsdale,Hillsdale,Michigan,65.0,44.0,4,4,0.0,0.2765878,21,2.0
1880,UP Health System - Portage Main Campus,Short Term Acute Care Hospital,Hancock,Houghton,Michigan,36.0,36.0,6,6,0.0,0.2423896,0,2.0
1881,McLaren Thumb Region (FKA Huron Medical Center),Short Term Acute Care Hospital,Bad Axe,Huron,Michigan,58.0,33.0,4,4,0.0,0.2480697,25,2.0
1882,Harbor Beach Community Hospital,Critical Access Hospital,Harbor Beach,Huron,Michigan,15.0,15.0,3,3,0.0,0.08,0,1.0
1883,Sparrow Hospital,Short Term Acute Care Hospital,Lansing,Ingham,Michigan,573.0,533.0,99,99,33.0,0.7057956,40,14.0
1884,McLaren Greater Lansing (FKA Ingham Regional Medical Center),Short Term Acute Care Hospital,Lansing,Ingham,Michigan,310.0,310.0,16,16,0.0,0.5016096,0,6.0
1885,Sparrow Ionia Hospital (AKA Sparrow Ionia County Memorial Hospital),Critical Access Hospital,Ionia,Ionia,Michigan,22.0,22.0,2,2,0.0,0.2875467,0,2.0
1886,Ascension St Joseph Hospital,Short Term Acute Care Hospital,Tawas City,Iosco,Michigan,47.0,47.0,4,4,0.0,0.1992422,0,2.0
1887,Aspirus Iron River Hospital,Critical Access Hospital,Iron River,Iron,Michigan,25.0,25.0,3,3,0.0,0.2488767,0,2.0
1888,McLaren Central Michigan (FKA Central Michigan Community Hospital),Short Term Acute Care Hospital,Mount Pleasant,Isabella,Michigan,118.0,90.0,8,8,0.0,0.2259056,28,3.0
1889,Henry Ford Allegiance Health (FKA Allegiance Health Hospital WA Foote Memorial Hospital),Short Term Acute Care Hospital,Jackson,Jackson,Michigan,325.0,313.0,34,34,0.0,0.6629874,12,8.0
1890,Bronson Methodist Hospital,Short Term Acute Care Hospital,Kalamazoo,Kalamazoo,Michigan,434.0,415.0,55,55,53.0,0.6712989,19,13.0
1891,Ascension Borgess Hospital,Short Term Acute Care Hospital,Kalamazoo,Kalamazoo,Michigan,372.0,306.0,15,15,0.0,0.5310166,66,8.0
1892,Metro Health Hospital,Short Term Acute Care Hospital,Wyoming,Kent,Michigan,208.0,187.0,16,16,0.0,0.5298494,21,5.0
1893,Spectrum Health Butterworth Hospital,Short Term Acute Care Hospital,Grand Rapids,Kent,Michigan,852.0,1095.0,102,102,96.0,0.7206375,-243,25.0
1894,Mercy Health Saint Marys (FKA St Marys Health Care),Short Term Acute Care Hospital,Grand Rapids,Kent,Michigan,275.0,275.0,32,32,15.0,0.6351867,0,6.0
1895,Spectrum Health Kelsey Hospital,Critical Access Hospital,Lakeview,Montcalm,Michigan,16.0,12.0,2,2,0.0,0.2041096,4,0.0
1896,McLaren Lapeer Region (FKA Lapeer Regional Medical Center),Short Term Acute Care Hospital,Lapeer,Lapeer,Michigan,183.0,116.0,10,10,0.0,0.5276571,67,4.0
1897,ProMedica Herrick Hospital (Closing Late August 2020),Critical Access Hospital,Tecumseh,Lenawee,Michigan,25.0,25.0,4,4,0.0,0.02049315,0,2.0
1898,ProMedica Bixby Hospital (Closing August 2020),Short Term Acute Care Hospital,Adrian,Lenawee,Michigan,88.0,88.0,9,9,0.0,0.320797,0,3.0
1899,St Joseph Mercy Livingston Hospital,Short Term Acute Care Hospital,Howell,Livingston,Michigan,66.0,43.0,8,8,0.0,0.5454603,23,3.0
1900,Ascension Brighton Center for Recovery (FKA Brighton Hospital),Short Term Acute Care Hospital,Brighton,Livingston,Michigan,41.0,99.0,17,17,0.0,0.4587796,-58,0.0
1901,Ascension Macomb-Oakland Hospital - Warren Campus,Short Term Acute Care Hospital,Warren,Macomb,Michigan,348.0,429.0,41,41,0.0,0.6652113,-81,20.0
1902,Insight Surgical Hospital (FKA Michigan Surgical Hospital),Short Term Acute Care Hospital,Warren,Macomb,Michigan,20.0,13.0,2,2,0.0,0.05395153,7,0.0
1903,McLaren Macomb (AKA Mount Clemens Regional Medical Center),Short Term Acute Care Hospital,Mount Clemens,Macomb,Michigan,288.0,279.0,33,33,0.0,0.6308833,9,13.0
1904,Henry Ford Macomb Hospital - Clinton Township,Short Term Acute Care Hospital,Clinton Township,Macomb,Michigan,361.0,321.0,48,48,0.0,0.5925063,40,9.0
1905,Munson Healthcare Manistee Hospital (FKA West Shore Medical Center),Short Term Acute Care Hospital,Manistee,Manistee,Michigan,45.0,45.0,8,8,0.0,0.2009132,0,2.0
1906,UP Health System - Marquette (FKA Marquette General Hospital),Short Term Acute Care Hospital,Marquette,Marquette,Michigan,179.0,238.0,26,26,11.0,0.4181246,-59,4.0
1907,Spectrum Health Ludington Hospital,Short Term Acute Care Hospital,Ludington,Mason,Michigan,45.0,45.0,6,6,0.0,0.398965,0,2.0
1908,Spectrum Health Big Rapids Hospital (FKA Mecosta County Medical Center),Short Term Acute Care Hospital,Big Rapids,Mecosta,Michigan,49.0,49.0,4,4,0.0,0.3459323,0,2.0
1909,MidMichigan Medical Center - Midland,Short Term Acute Care Hospital,Midland,Midland,Michigan,308.0,324.0,26,26,0.0,0.4959073,-16,7.0
1910,ProMedica Monroe Regional Hospital (FKA Mercy Memorial Hospital),Short Term Acute Care Hospital,Monroe,Monroe,Michigan,217.0,153.0,14,14,0.0,0.3528695,64,4.0
